82,0.152032918096577
28,0.159618093296276
163,0.163067674321047
218,0.166298642774093
117,0.169548533780101
206,0.170324375697674
34,0.172075402684649
158,0.172360932306585
284,0.172522638126862
149,0.174719539065514
290,0.174811999159009
156,0.175833188703593
37,0.175839155592875
222,0.175945380900734
181,0.176835406312601
228,0.177758302953066
199,0.17878839293028
85,0.17884500641168
174,0.179277823902955
171,0.179855269388506
42,0.179951250643329
154,0.180202639700894
83,0.180379196634349
45,0.18045825448109
132,0.180962382108501
97,0.181116381820594
213,0.181145735883318
115,0.181204160809743
249,0.181984549126266
33,0.182128400614067
109,0.182153504379016
184,0.183011383222418
209,0.183100794798603
38,0.183315894440336
112,0.18343384895091
10,0.183732546765462
20,0.183969732473043
143,0.184037386782977
189,0.184061405762112
277,0.184076689070409
236,0.184909597930361
135,0.185104413009916
123,0.185633983208065
271,0.186021322510985
145,0.186127917183503
190,0.186265481713529
167,0.186507622453081
166,0.186620102949593
14,0.187010719464272
5,0.187148352978675
57,0.187273263132992
60,0.187370029779379
29,0.187620864884507
78,0.187907804450291
291,0.18797651107454
95,0.187991320282735
191,0.188018700596964
255,0.188363911689703
273,0.188845879382658
53,0.188898761397091
235,0.189286149866508
293,0.189312793353245
91,0.189323640800763
227,0.189391045971631
282,0.189585577074145
182,0.189599872984113
211,0.189644038956487
89,0.18965153391888
265,0.190949792795571
81,0.19108332338202
1,0.191190101256469
94,0.191288491693951
24,0.191381992280189
23,0.191696865180636
121,0.191814308338031
281,0.191889929614132
88,0.191937120757834
161,0.19198506053304
55,0.192122383230088
233,0.192422158082679
225,0.192565982080465
288,0.192574454969883
65,0.192721497633476
220,0.192769527660271
285,0.192871940673604
275,0.192974106881928
74,0.19311688958734
260,0.193172132955156
207,0.193655190545079
176,0.19397621576274
66,0.194087867085193
179,0.194327715520573
241,0.194437827250907
110,0.194573127226118
165,0.194637249042117
185,0.196198216835584
223,0.196274373080991
230,0.196290157233804
50,0.196308717078495
92,0.1966455801323
12,0.196765773760781
162,0.196796498131593
71,0.196989154704684
21,0.197088698209978
212,0.197601577171268
18,0.198048426759135
13,0.198178373594226
127,0.198250955121942
47,0.198742999126434
77,0.199485624212756
36,0.199646308774655
136,0.199850338325684
56,0.200139515518172
68,0.200718079060668
93,0.201393687845292
226,0.20246310358559
144,0.202532135724465
67,0.205363842161189
210,0.20557161690258
108,0.206629248935589
202,0.208903257669659
283,0.209119349210348
70,0.211123145026176
286,0.212282709126927
204,0.212402457058413
262,33741.5428623526
259,33741.54467144
287,33741.5540314143
126,33741.5548071194
142,33741.5564783383
201,33741.5584571808
215,33741.5594253114
137,33741.5606545505
280,33741.5633015834
62,33741.5634895637
221,33741.5648029652
104,33741.5651653253
40,33741.5668571117
242,33741.5672380473
238,33741.5684659665
196,33741.5707594648
243,33741.5713663401
186,33741.5725294172
39,33741.5735567635
26,33741.57566515
107,33741.5784190356
155,33741.5795390358
289,41059.1530570299
152,41059.1535022022
31,41059.1542534836
253,41059.1547265243
72,41059.1595639236
111,41059.159998599
197,41059.1600173286
86,41059.1602202315
48,41059.1606746546
224,41059.1623051928
105,41059.1627120706
73,41059.1630227518
79,41059.1637738402
124,41059.1648020085
8,41059.1650216402
157,41059.1653615106
244,41059.165952025
292,41059.1667601228
43,41059.1675203685
69,41059.16886654
168,41059.1691380914
122,41059.1692622037
6,41059.1693834916
59,41059.1695196512
46,41059.1705210272
98,41059.1712993843
216,41059.1716039987
214,41059.1719831573
231,41059.1719916527
274,41059.1725890064
160,41059.1728218772
172,41059.1737867893
247,41059.174131767
52,41059.1756790609
118,41059.1758319
87,41059.1761558261
178,41059.1765660819
252,41059.176626306
153,41059.1769250649
99,41059.1770337374
270,41059.1772199111
239,41059.1777679269
146,41059.1778604483
54,41059.1812894308
76,41059.1816658295
268,41059.1821454164
148,41059.1823101717
180,41059.1829304749
276,41059.1837533448
134,41059.1840972138
208,41059.1848274453
205,41059.1853033323
150,41059.1861058945
164,41059.1861463996
138,41059.1871048122
177,41059.1888722675
200,41059.1908760977
187,41059.1914152301
141,41059.1916758485
19,41059.1917997527
232,41059.1921545023
102,41059.1926404641
2,41059.1930160947
27,41059.1932630832
84,41059.1951944149
261,41059.2063968752
64,41059.2097381951
217,41059.2168847338
130,67417.5376339302
245,74800.5351969498
116,74800.5401689845
17,74800.5401777306
140,74800.5438943086
51,74800.5441306232
133,74800.544295487
258,74800.5461787607
194,74800.5461975573
11,74800.5463097786
